track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,genre,country_list,key_encoded,mode_encoded,genre_freq_encoded,country_list_encoded,artist_count_min-max,released_year_min-max,released_month_min-max,released_day_min-max,in_spotify_playlists_min-max,in_spotify_charts_min-max,streams_min-max,in_apple_playlists_min-max,in_apple_charts_min-max,in_deezer_playlists_min-max,in_deezer_charts_min-max,in_shazam_charts_min-max,bpm_min-max,danceability_%_min-max,valence_%_min-max,energy_%_min-max,acousticness_%_min-max,liveness_%_min-max,speechiness_%_min-max,key_encoded_min-max,mode_encoded_min-max,genre_freq_encoded_min-max,country_list_encoded_min-max
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24.0,166,C#,Major,70,57,57,9,11,7,Unknown,Germany,3,0,0.2948583420776495,0.0115424973767051,0.0,0.9892473118279561,0.8181818181818182,0.9999999999999999,0.010252142168082169,0.0,0.08149996451624698,0.001488095238095238,0.0,0.0014554863750303225,0.0,0.025183630640083946,0.7163120567375886,0.6438356164383561,0.5698924731182796,0.5454545454545454,0.09278350515463918,0.08510638297872342,0.08064516129032258,0.30000000000000004,0.0,0.9999999999999999,0.03115264797507784
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0.0,107,F#,Minor,69,96,36,81,8,4,"christmas, adult standards, vocal jazz",United States of America,8,1,0.0020986358866736,0.3378803777544596,0.0,0.3118279569892479,0.0,0.0,0.061815499271757425,0.0,0.034294990863654465,0.09672619047619047,0.14181818181818182,0.0033152745209024015,0.0,0.0,0.2978723404255319,0.6301369863013699,0.989247311827957,0.3068181818181818,0.8350515463917526,0.05319148936170213,0.03225806451612903,0.8,1.0,0.003571428571428466,1.0
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0.0,81,G#,Major,47,33,68,24,22,38,r&b,United States of America,10,0,0.0230849947534102,0.3378803777544596,0.0,0.9892473118279561,0.9999999999999999,0.26666666666666666,0.01475400533414039,0.0,0.01542747228769863,0.008928571428571428,0.04,0.00024258106250505377,0.0,0.0,0.11347517730496448,0.32876712328767116,0.3118279569892473,0.6704545454545454,0.24742268041237114,0.2021276595744681,0.5806451612903226,1.0,0.0,0.07499999999999982,1.0
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0.0,150,C#,Major,79,77,46,5,11,7,r&b,United States of America,3,0,0.0230849947534102,0.3378803777544596,0.0,0.9892473118279561,0.9999999999999999,0.26666666666666666,0.016418559782094687,0.0,0.01535355842170608,0.002976190476190476,0.05090909090909091,0.00016172070833670252,0.0,0.0,0.6028368794326241,0.7671232876712328,0.7849462365591399,0.4204545454545454,0.05154639175257732,0.08510638297872342,0.08064516129032258,0.30000000000000004,0.0,0.07499999999999982,1.0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11.0,110,A,Major,66,19,32,69,12,4,"manele, trap",United States of America,0,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.04509429322639832,0.0,0.0873228497902398,0.049107142857142856,0.20727272727272728,0.002425810625050538,0.0,0.011542497376705142,0.3191489361702128,0.5890410958904109,0.16129032258064518,0.26136363636363635,0.711340206185567,0.09574468085106383,0.03225806451612903,0.0,0.0,0.9714285714285715,1.0
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0.0,108,G,Major,64,4,40,6,10,6,Unknown,United States of America,9,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.042994684775001415,0.0,0.08578099745789801,0.017857142857142856,0.05818181818181818,0.0011320449583569177,0.0,0.0,0.3049645390070922,0.5616438356164384,0.0,0.3522727272727273,0.061855670103092786,0.07446808510638298,0.06451612903225806,0.9,0.0,0.9999999999999999,1.0
TubarÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½o Te,"Dj LK da EscÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0.0,130,E,Minor,89,48,74,30,7,36,manele,"Brazil, France, Unknown",6,1,0.0524658971668415,0.0010493179433368,0.42857142857142855,0.9892473118279561,0.7272727272727273,0.9,0.01838576049331341,0.0,0.03135662951747287,0.03125,0.0,0.0035578555834074556,0.0,0.0,0.46099290780141844,0.904109589041096,0.47311827956989244,0.7386363636363636,0.30927835051546393,0.0425531914893617,0.5483870967741935,0.6000000000000001,1.0,0.17499999999999993,0.0
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0.0,164,G,Major,70,39,56,6,9,7,Unknown,United States of America,9,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.050466264399341744,0.0,0.0886108229811839,0.05803571428571428,0.12727272727272726,0.0017789277917037278,0.034482758620689655,0.0,0.702127659574468,0.6438356164383561,0.3763440860215054,0.5340909090909091,0.061855670103092786,0.06382978723404256,0.08064516129032258,0.9,0.0,0.9999999999999999,1.0
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0.0,114,B,Minor,80,42,68,2,66,4,"manele, trap","Puerto Rico, United States of America",2,1,0.2864637985309549,0.0083945435466946,0.14285714285714285,0.9892473118279561,0.36363636363636365,0.16666666666666669,0.04636162445381807,0.13605442176870747,0.16421262654679472,0.040178571428571425,0.28,0.0017789277917037278,0.034482758620689655,0.0,0.34751773049645385,0.7808219178082192,0.40860215053763443,0.6704545454545454,0.020618556701030927,0.6702127659574468,0.03225806451612903,0.2,1.0,0.9714285714285715,0.02180685358255446
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0.0,93,F,Major,63,93,88,1,12,4,"manele, trap",United States of America,7,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.8064516129032278,0.7272727272727273,0.6333333333333333,0.04815858664195055,0.0,0.0487526906262819,0.1607142857142857,0.20363636363636364,0.002425810625050538,0.0,0.0,0.1985815602836879,0.547945205479452,0.956989247311828,0.8977272727272727,0.010309278350515464,0.09574468085106383,0.03225806451612903,0.7000000000000001,0.0,0.9714285714285715,1.0
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0.0,90,C#,Minor,87,51,69,36,9,8,"manele, trap","Italy, United States of America",3,1,0.2864637985309549,0.0073452256033578,0.14285714285714285,0.9784946236559158,0.4545454545454545,0.8,0.12843550797283748,0.2312925170068027,0.2185009997126504,0.12351190476190475,0.2109090909090909,0.010350125333548961,0.12068965517241378,0.0,0.17730496453900713,0.8767123287671232,0.5053763440860216,0.6818181818181818,0.3711340206185567,0.06382978723404256,0.0967741935483871,0.30000000000000004,1.0,0.9714285714285715,0.018691588785046766
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0.0,128,B,Major,45,35,68,78,39,8,r&b,United States of America,2,0,0.0230849947534102,0.3378803777544596,0.0,0.9892473118279561,0.9999999999999999,0.23333333333333334,0.012919212363099855,0.0,0.013299576459176496,0.0,0.03272727272727273,0.00016172070833670252,0.0,0.0,0.44680851063829785,0.30136986301369867,0.33333333333333337,0.6704545454545454,0.8041237113402062,0.3829787234042553,0.0967741935483871,0.2,0.0,0.07499999999999982,1.0
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36.0,97,A,Major,83,47,80,2,24,9,"manele, trap",United States of America,0,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9892473118279561,0.36363636363636365,0.16666666666666669,0.059659144645998446,0.027210884353741496,0.16592067701562271,0.05654761904761904,0.23272727272727273,0.0029918331042289967,0.05172413793103448,0.03777544596012592,0.22695035460992907,0.821917808219178,0.46236559139784944,0.8068181818181819,0.020618556701030927,0.22340425531914893,0.1129032258064516,0.0,0.0,0.9714285714285715,1.0
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1.0,152,G,Minor,69,94,71,79,7,8,"rockabilly, rock and roll",United States of America,9,1,0.0010493179433368,0.3378803777544596,0.0,0.30107526881720403,0.0,0.0,0.1623129740669983,0.0,0.06624063723589164,0.17857142857142855,0.10909090909090909,0.004204738416754265,0.0,0.001049317943336831,0.6170212765957447,0.6301369863013699,0.967741935483871,0.7045454545454546,0.8144329896907216,0.0425531914893617,0.0967741935483871,0.9,1.0,0.0,1.0
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0.0,175,G#,Major,51,94,34,73,10,5,"christmas, big band, adult standards, swing music, vocal jazz, jazz",United States of America,10,0,0.0020986358866736,0.3378803777544596,0.0,0.29032258064516014,0.0,0.0,0.08124160629504228,0.0,0.04823512185307833,0.047619047619047616,0.01090909090909091,0.005255923020942832,0.0,0.0,0.7801418439716311,0.38356164383561636,0.967741935483871,0.28409090909090906,0.7525773195876289,0.07446808510638298,0.04838709677419355,1.0,0.0,0.003571428571428466,1.0
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0.0,116,D,Major,61,48,55,67,16,8,r&b,United States of America,4,0,0.0230849947534102,0.3378803777544596,0.0,0.9892473118279561,0.9999999999999999,0.26666666666666666,0.012276089053662965,0.0,0.013941799234469754,0.002976190476190476,0.05454545454545454,8.086035416835126e-05,0.0,0.0,0.36170212765957444,0.5205479452054795,0.47311827956989244,0.5227272727272727,0.6907216494845361,0.13829787234042554,0.0967741935483871,0.4,0.0,0.07499999999999982,1.0
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2.0,80,F,Minor,33,51,59,76,44,6,"manele, trap",United States of America,7,1,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9892473118279561,0.9999999999999999,0.03333333333333333,0.006941948663627593,0.0,0.021095965923968257,0.002976190476190476,0.007272727272727273,0.00048516212501010755,0.0,0.002098635886673662,0.10638297872340419,0.136986301369863,0.5053763440860216,0.5681818181818182,0.7835051546391752,0.43617021276595747,0.06451612903225806,0.7000000000000001,1.0,0.9714285714285715,1.0
GATÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1.0,93,B,Minor,63,34,86,26,21,39,manele,"Brazil, United States of America",2,1,0.0524658971668415,0.0031479538300104,0.14285714285714285,0.9892473118279561,0.6363636363636364,0.8,0.06236404562392418,0.08843537414965986,0.08702559033795149,0.05803571428571428,0.18181818181818182,0.004609040187596022,0.05172413793103448,0.001049317943336831,0.1985815602836879,0.547945205479452,0.3225806451612903,0.875,0.26804123711340205,0.19148936170212766,0.5967741935483871,0.2,1.0,0.17499999999999993,0.0062305295950153905
ÃÂÃÂ½ÃÂÃÂ½ÃÂÃÂ½abcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,2.0,122,E,Major,70,42,54,30,37,5,doo-wop,United States of America,6,0,0.0010493179433368,0.3378803777544596,0.0,0.9784946236559158,0.6363636363636364,0.4,0.1358881722057238,0.0,0.27204075662122007,0.25297619047619047,0.04363636363636364,0.04649470364680197,0.3103448275862069,0.002098635886673662,0.4042553191489362,0.6438356164383561,0.40860215053763443,0.5113636363636364,0.30927835051546393,0.3617021276595745,0.04838709677419355,0.6000000000000001,0.0,0.0,1.0
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,2.0,122,G,Major,70,91,79,3,7,10,Unknown,Canada,9,0,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.08339796092080125,0.0,0.08822882618408048,0.12053571428571427,0.28,0.010754427104390717,0.0,0.002098635886673662,0.4042553191489362,0.6438356164383561,0.9354838709677421,0.7954545454545454,0.030927835051546393,0.0425531914893617,0.12903225806451613,0.9,0.0,0.9999999999999999,0.11214953271028029
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3.0,135,A,Minor,70,60,58,4,16,3,Unknown,Canada,0,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.0539088656439745,0.04081632653061224,0.10563174440369637,0.019345238095238096,0.3236363636363636,0.0027492520417239426,0.0,0.0031479538300104933,0.4964539007092198,0.6438356164383561,0.6021505376344087,0.5568181818181818,0.041237113402061855,0.13829787234042554,0.016129032258064516,0.0,1.0,0.9999999999999999,0.11214953271028029
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6.0,109,F,Major,60,45,47,62,31,5,Unknown,Switzerland,7,0,0.2948583420776495,0.0031479538300104,0.2857142857142857,0.9892473118279561,0.0,0.13333333333333333,0.04168952276467361,0.0,0.09438255720000534,0.09672619047619047,0.025454545454545455,0.005660224791784588,0.27586206896551724,0.0062959076600209865,0.3120567375886525,0.5068493150684932,0.44086021505376344,0.43181818181818177,0.6391752577319587,0.2978723404255319,0.04838709677419355,0.7000000000000001,0.0,0.9999999999999999,0.0062305295950153905
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,2.0,93,C#,Minor,65,82,74,27,32,5,Unknown,Canada,3,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.0696086405508162,0.0,0.09170273090812257,0.07291666666666666,0.32,0.005013341958437778,0.0,0.002098635886673662,0.1985815602836879,0.5753424657534247,0.838709677419355,0.7386363636363636,0.27835051546391754,0.30851063829787234,0.04838709677419355,0.30000000000000004,1.0,0.9999999999999999,0.11214953271028029
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11.0,125,B,Minor,85,64,81,2,7,9,"manele, trap",United States of America,2,1,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9784946236559158,0.6363636363636364,0.6333333333333333,0.23402122306921141,0.0,0.1821786696697029,0.27232142857142855,0.2290909090909091,0.037600064688283336,0.0,0.011542497376705142,0.42553191489361697,0.8493150684931507,0.6451612903225807,0.8181818181818182,0.020618556701030927,0.0425531914893617,0.1129032258064516,0.2,1.0,0.9714285714285715,1.0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,2.0,206,C#,Minor,58,83,45,36,11,8,manele,"Australia, Colombia, Germany, United Kingdom, United States of America",3,1,0.0524658971668415,0.0010493179433368,0.8571428571428572,0.9784946236559158,0.9090909090909091,0.6,0.05209298806438799,0.0,0.1168276962583571,0.14136904761904762,0.3236363636363636,0.0035578555834074556,0.0,0.002098635886673662,0.9999999999999999,0.4794520547945205,0.849462365591398,0.40909090909090906,0.3711340206185567,0.08510638297872342,0.0967741935483871,0.30000000000000004,1.0,0.17499999999999993,0.0
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,2.0,130,G,Major,76,44,77,1,13,3,"reggaeton, trap latino, latin",United States of America,9,0,0.0010493179433368,0.3378803777544596,0.0,0.9784946236559158,0.4545454545454545,0.7666666666666667,0.26638545784705014,0.11564625850340135,0.35365085554895587,0.375,0.39636363636363636,0.07803024177245896,0.3448275862068966,0.002098635886673662,0.46099290780141844,0.726027397260274,0.43010752688172044,0.7727272727272727,0.010309278350515464,0.10638297872340427,0.016129032258064516,0.9,0.0,0.0,1.0
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0.0,121,G,Minor,80,62,51,2,9,8,Unknown,Canada,9,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.03563659749938525,0.0,0.03219196022889124,0.010416666666666666,0.1709090909090909,0.001212905312525269,0.0,0.0,0.3971631205673759,0.7808219178082192,0.6236559139784947,0.4772727272727273,0.020618556701030927,0.06382978723404256,0.0967741935483871,0.9,1.0,0.9999999999999999,0.11214953271028029
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0.0,123,F#,Minor,74,35,73,0,21,5,Unknown,Canada,8,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.04286227703482323,0.0,0.03156161333882755,0.016369047619047616,0.10545454545454545,0.0011320449583569177,0.0,0.0,0.4113475177304964,0.6986301369863015,0.33333333333333337,0.7272727272727273,0.0,0.19148936170212766,0.04838709677419355,0.8,1.0,0.9999999999999999,0.11214953271028029
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0.0,122,B,Minor,67,50,67,15,30,4,Unknown,United States of America,2,1,0.2948583420776495,0.3378803777544596,0.0,0.9354838709677438,0.4545454545454545,0.7333333333333333,0.08216846047628955,0.0,0.23975973251783894,0.03571428571428571,0.0,0.0320207002506671,0.0,0.0,0.4042553191489362,0.6027397260273972,0.49462365591397855,0.6590909090909091,0.15463917525773196,0.2872340425531915,0.03225806451612903,0.2,1.0,0.9999999999999999,1.0
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1.0,143,C#,Major,53,50,79,0,8,3,Unknown,Canada,3,0,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.05237671893619838,0.0,0.05417493061283149,0.026785714285714284,0.28,0.004932481604269427,0.0,0.001049317943336831,0.5531914893617021,0.4109589041095891,0.49462365591397855,0.7954545454545454,0.0,0.05319148936170213,0.016129032258064516,0.30000000000000004,0.0,0.9999999999999999,0.11214953271028029
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0.0,121,A#,Minor,70,35,77,1,26,4,Unknown,Canada,1,1,0.2948583420776495,0.0388247639034627,0.0,0.9784946236559158,0.6363636363636364,0.16666666666666669,0.04853689447103107,0.0,0.03527452474163617,0.025297619047619048,0.2909090909090909,0.003072693458397348,0.0,0.0,0.3971631205673759,0.6438356164383561,0.33333333333333337,0.7727272727272727,0.010309278350515464,0.2446808510638298,0.03225806451612903,0.1,1.0,0.9999999999999999,0.11214953271028029
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,2.0,166,F#,Minor,56,68,66,28,11,18,Unknown,Japan,8,1,0.2948583420776495,0.0188877229800629,0.0,0.9784946236559158,0.36363636363636365,0.43333333333333335,0.293793860063934,0.04081632653061224,0.5094739997937607,0.38541666666666663,0.2,0.03727662327160993,0.017241379310344827,0.002098635886673662,0.7163120567375886,0.4520547945205479,0.6881720430107527,0.6477272727272727,0.28865979381443296,0.08510638297872342,0.25806451612903225,0.8,1.0,0.9999999999999999,0.05295950155763231
"Here We GoÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0.0,135,C#,Major,41,27,64,36,60,3,"manele, trap","Canada, Unknown",3,0,0.2864637985309549,0.0020986358866736,0.2857142857142857,0.9892473118279561,0.0,0.2,0.026273478729642308,0.0,0.023786081931855045,0.010416666666666666,0.06545454545454546,0.0005660224791784589,0.0,0.0,0.4964539007092198,0.24657534246575347,0.24731182795698925,0.625,0.3711340206185567,0.6063829787234043,0.016129032258064516,0.30000000000000004,0.0,0.9714285714285715,0.0031152647975076957
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0.0,87,E,Minor,49,49,59,44,35,21,Unknown,Canada,6,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.023852308623526962,0.0,0.027298909763767455,0.004464285714285714,0.06545454545454546,0.0011320449583569177,0.0,0.0,0.15602836879432624,0.35616438356164387,0.48387096774193555,0.5681818181818182,0.4536082474226804,0.3404255319148936,0.30645161290322576,0.6000000000000001,1.0,0.9999999999999999,0.11214953271028029
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12.0,111,G#,Major,77,74,66,30,13,3,"manele, trap",United States of America,10,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9784946236559158,0.2727272727272727,0.26666666666666666,0.29954413906595795,0.0,0.42535368641678806,0.5684523809523809,0.23636363636363636,0.040187596021670574,0.0,0.012591815320041973,0.3262411347517731,0.7397260273972603,0.7526881720430109,0.6477272727272727,0.30927835051546393,0.10638297872340427,0.016129032258064516,1.0,0.0,0.9714285714285715,1.0
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0.0,110,D,Major,75,85,84,10,31,19,"manele, trap","Canada, United States of America",4,0,0.2864637985309549,0.0272822665267576,0.14285714285714285,0.9892473118279561,0.0,0.2,0.021695953997767983,0.0,0.024745121153511553,0.013392857142857142,0.03636363636363636,0.0007277431875151613,0.0,0.0,0.3191489361702128,0.7123287671232876,0.870967741935484,0.8522727272727273,0.10309278350515463,0.2978723404255319,0.27419354838709675,0.4,0.0,0.9714285714285715,0.07788161993769475
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,2.0,130,C#,Major,66,19,61,30,9,7,Unknown,United States of America,3,0,0.2948583420776495,0.3378803777544596,0.0,0.9784946236559158,0.4545454545454545,0.3333333333333333,0.1256171146461876,0.0,0.2814783903468952,0.18601190476190474,0.13090909090909092,0.01212905312525269,0.0,0.002098635886673662,0.46099290780141844,0.5890410958904109,0.16129032258064518,0.5909090909090909,0.30927835051546393,0.06382978723404256,0.08064516129032258,0.30000000000000004,0.0,0.9999999999999999,1.0
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,2.0,179,G#,Minor,61,76,51,30,38,15,Unknown,United States of America,10,1,0.2948583420776495,0.3378803777544596,0.0,0.9677419354838719,0.7272727272727273,0.5666666666666667,0.23262148410161346,0.0,0.4685446734985961,0.40922619047619047,0.06909090909090909,0.059674941376243226,0.0,0.002098635886673662,0.8085106382978723,0.5205479452054795,0.7741935483870969,0.4772727272727273,0.30927835051546393,0.3723404255319149,0.20967741935483872,1.0,1.0,0.9999999999999999,1.0
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,2.0,93,F,Minor,74,53,73,61,13,4,Unknown,Nigeria,7,1,0.2948583420776495,0.0041972717733473,0.0,0.956989247311828,0.5454545454545454,0.8333333333333334,0.10664497701779937,0.013605442176870748,0.19623548790691733,0.11011904761904762,0.0,0.02118541279210803,0.24137931034482757,0.002098635886673662,0.1985815602836879,0.6986301369863015,0.5268817204301076,0.7272727272727273,0.6288659793814433,0.10638297872340427,0.03225806451612903,0.7000000000000001,1.0,0.9999999999999999,0.009345794392523383
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0.0,78,A,Minor,27,10,49,62,49,5,Unknown,Canada,0,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.01475400533414039,0.0,0.014560564794303881,0.001488095238095238,0.02909090909090909,0.00048516212501010755,0.0,0.0,0.09219858156028371,0.0547945205479452,0.06451612903225808,0.4545454545454546,0.6391752577319587,0.4893617021276596,0.04838709677419355,0.0,1.0,0.9999999999999999,0.11214953271028029
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0.0,180,D,Major,65,37,58,2,4,31,Unknown,United States of America,4,0,0.2948583420776495,0.3378803777544596,0.0,0.9784946236559158,0.9090909090909091,0.6,0.03262905025819509,0.0,0.07229037818743149,0.05654761904761904,0.17454545454545456,0.0016172070833670252,0.0,0.0,0.8156028368794327,0.5753424657534247,0.3548387096774194,0.5568181818181818,0.020618556701030927,0.010638297872340427,0.467741935483871,0.4,0.0,0.9999999999999999,1.0
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0.0,86,A,Minor,28,13,41,50,19,3,Unknown,Canada,0,1,0.2948583420776495,0.0388247639034627,0.0,0.9892473118279561,0.0,0.2,0.018593829799307696,0.0,0.02014062173414506,0.001488095238095238,0.06181818181818182,0.0008894638958518639,0.0,0.0,0.14893617021276595,0.0684931506849315,0.09677419354838711,0.36363636363636365,0.5154639175257731,0.1702127659574468,0.016129032258064516,0.0,1.0,0.9999999999999999,0.11214953271028029
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4.0,88,C#,Minor,74,55,85,1,5,22,Unknown,United States of America,3,1,0.2948583420776495,0.3378803777544596,0.0,0.9784946236559158,0.7272727272727273,0.5333333333333333,0.15003688501333534,0.0,0.24860183543046813,0.25744047619047616,0.025454545454545455,0.024096385542168676,0.0,0.004197271773347324,0.16312056737588654,0.6986301369863015,0.5483870967741936,0.8636363636363636,0.010309278350515464,0.021276595744680854,0.32258064516129037,0.30000000000000004,1.0,0.9999999999999999,1.0
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1.0,97,C#,Major,68,72,78,4,7,5,"manele, trap","Canada, United States of America",3,0,0.2864637985309549,0.0272822665267576,0.14285714285714285,0.9784946236559158,0.9090909090909091,0.13333333333333333,0.0896589554920839,0.0,0.14568256000635044,0.10119047619047619,0.06545454545454546,0.006064526562626345,0.0,0.001049317943336831,0.22695035460992907,0.6164383561643836,0.7311827956989249,0.7840909090909091,0.041237113402061855,0.0425531914893617,0.04838709677419355,0.30000000000000004,0.0,0.9714285714285715,0.07788161993769475
Beggin,MÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75.0,134,B,Minor,71,59,80,13,36,5,"manele, trap",Unknown,2,1,0.2864637985309549,0.0283315844700944,0.0,0.9354838709677438,0.9999999999999999,0.23333333333333334,0.16131045831993493,0.0,0.36928927754420093,0.27232142857142855,0.23272727272727273,0.07794938141829061,0.15517241379310345,0.07869884575026233,0.4893617021276595,0.6575342465753424,0.5913978494623657,0.8068181818181819,0.13402061855670103,0.35106382978723405,0.04838709677419355,0.2,1.0,0.9714285714285715,0.08099688473520246
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40.0,116,D,Major,75,36,76,12,10,10,manele,Spain,4,0,0.0524658971668415,0.0083945435466946,0.14285714285714285,0.9677419354838719,0.7272727272727273,0.6666666666666666,0.06034009873834339,0.013605442176870748,0.15610742572798647,0.09970238095238095,0.04727272727272727,0.011239589229400824,0.0,0.04197271773347325,0.36170212765957444,0.7123287671232876,0.34408602150537637,0.7613636363636364,0.12371134020618557,0.07446808510638298,0.12903225806451613,0.4,0.0,0.17499999999999993,0.02180685358255446
